id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_since,host_is_superhost,host_n_listings,url_listing,url_picture
l_13582513,West Asheville corridor. Walk everywhere!,"Easy and comfortable as it gets. Conveniently located less than one block off Haywood road. Private drive. Private entrance. Private bathroom. Kitchenette. Large room with vaulted ceilings. Roku. Super clean and cozy. You can't beat this location. Bakery, pubs, restaurants, coffee shops, game rooms, salons, breweries, all 2 min walk away yet astoundingly private!",28806,West Asheville,35.58147,-82.59368,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Air conditioning;Heating;Iron;Extra pillows and blankets;Cooking basics;Essentials;Shampoo;Dedicated workspace;Refrigerator;Single level home;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Keypad;Bed linens;Carbon monoxide alarm;Wifi;TV;Hangers;Fire extinguisher;Backyard;Coffee maker;Self check-in;Free parking on premises;Smoke alarm;Patio or balcony,74,2,28,265,378,2016-08-16,2025-05-25,3.51,4.71,4.68,4.92,4.65,h_40234911,Sage Sara,2015-08-01,TRUE,3,https://www.airbnb.com/rooms/13582513,https://a0.muscache.com/pictures/c09c040a-be99-4c41-babb-62847263e93e.jpg
l_13674901,Lovely Space//Private Entrance and Bath,"Close to Biltmore, Downtown, and the Parkway! This lovely light filled room has a private entrance and bath, queen sized bed, wardrobe, mini-fridge, and a sweet porch to boot!  Located just south of the Biltmore House, 10 minutes to downtown, less than 10 minutes to Mission Hospital, and right down the road from the Blue Ridge Parkway.  Come explore Asheville and stay in a clean, modern, comfortable space!<br /><br /><br />For longer stays I may open up my kitchen, but require some agreements.  Let's message.",28803,Tuxedo Park,35.55201,-82.52372,Private room in bungalow,Private room,2,1,1,1,First aid kit;Mini fridge;Cleaning products;Heating;Conditioner;Lock on bedroom door;Iron;Extra pillows and blankets;Hot water kettle;Essentials;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Hot water;Private entrance;Hair dryer;Free street parking;Keypad;Bed linens;Clothing storage: wardrobe;Carbon monoxide alarm;Portable fans;Stove;Wifi;Hangers;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Central air conditioning;Coffee maker;Self check-in;Free parking on premises;Free washer – In building;Smoke alarm,60,2,130,21,216,2016-06-28,2024-12-30,1.98,4.91,4.98,4.85,4.89,h_57323381,Leslie,2016-02-03,FALSE,1,https://www.airbnb.com/rooms/13674901,https://a0.muscache.com/pictures/a63e5ad3-a4ce-4237-a769-a15f5843ce14.jpg
l_13779774,"Private flat w/ Kitchenette & bathroom, Monthly","My place is walking distance to bars, restaurants, greenways and the West Asheville Farmer's market.   The home is 2 miles from the River Art's District where you can experience local artists, music and family-friendly activities.  I am happy to help you coordinate hiking and river trips while you are in town.<br /><br />I live upstairs and work full time.  I am up early 6am and may work late.  If you are a light sleeper, or using the space as a vacation hide away, this may not be the place for you.",28806,West Asheville,35.5718,-82.59114,Entire guest suite,Entire home/apt,1,1,1,1,"Mini fridge;Cleaning products;Air conditioning;Drying rack for clothing;Heating;Room-darkening shades;Extra pillows and blankets;Safe;Wine glasses;Cooking basics;Essentials;Dedicated workspace;Single level home;Hot water;Baking sheet;Dishes and silverware;Private entrance;Kitchen;Keypad;Dryer;Bed linens;Clothing storage: closet, wardrobe, and dresser;Carbon monoxide alarm;Portable fans;Microwave;Wifi;TV;Hangers;Long term stays allowed;Fire extinguisher;Coffee maker;Self check-in;Electric stove;Toaster;Oven;Washer;Dining table;Laundromat nearby;Bluetooth sound system;Free parking on premises;Smoke alarm;Patio or balcony",46,30,90,247,31,2016-07-11,2023-09-14,0.28,4.32,4.32,4.73,4.2,h_4195893,Amy,2012-11-19,FALSE,1,https://www.airbnb.com/rooms/13779774,https://a0.muscache.com/pictures/miso/Hosting-13779774/original/4e385879-3c4d-4974-a3b9-2ad268aea62b.jpeg
l_14044072,"THE SWEET SPOT- serene hilltop, close to downtown","Serene hilltop residence with panoramic view of the Blue Ridge mountains and a remarkable view of the Biltmore estate. Well stocked kitchen for entertaining or celebrating a special life event or a perfect place for quiet reflection in a romantic setting. <br />*Drive 10 minutes or < to -<br />Downtown shopping, theater<br />Art district<br />Biltmore <br />NC Arboretum<br />Zen Tubing - French Broad River<br />Lake Powhatan - swimming<br />Blue Ridge Parkway<br />Fly fishing<br />*No children between the ages of 5 mos. and 7 yrs. No pets.",28803,Tuxedo Park,35.50443,-82.56188,Entire home,Entire home/apt,4,2,2,2,"First aid kit;Luggage dropoff allowed;Heating;Conditioner;Board games;Smoke alarm;Movie theater;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Single level home;Dishwasher;Hot water;Dishes and silverware;Indoor fireplace: gas;Private entrance;Hair dryer;Kitchen;LG stainless steel induction stove;Keypad;HDTV with Amazon Prime Video;Dryer;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Microwave;Wifi;Coffee;Hangers;BBQ grill;Exterior security cameras on property;Books and reading material;Fire extinguisher;Long term stays allowed;Clothing storage: walk-in closet, closet, and dresser;Cleaning available during stay;Central air conditioning;Sound system;Backyard;Game console;Coffee maker;Private patio or balcony;Self check-in;Dining table;Toaster;Oven;Washer;Outdoor furniture;Outdoor dining area;Body soap;Shared beach access;Free parking on premises;Mountain view",135,3,30,241,197,2019-07-21,2025-05-31,2.74,4.95,4.97,4.93,4.93,h_84179660,Teresa Lynn,2016-07-17,TRUE,1,https://www.airbnb.com/rooms/14044072,https://a0.muscache.com/pictures/54bdd853-d544-4263-9d91-2a082d10f545.jpg
l_14052114,West Asheville Dream Bungalow Apartment,"As artists and builders, we created this unique space for ourselves. This space is part of a remodeled Arts and Crafts bungalow with a separate entrance, plus a cooking area. We love calling this home, where we easily walk to ""downtown"" West Asheville. We are right off of Haywood Rd. This hip part of town has much to offer: nightlife, music, public transportation, restaurants, coffee shops, brewpubs, a teahouse, and much more. Plus, downtown Asheville is only a 10 minute drive!",28806,West Asheville,35.5828,-82.60688,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Air conditioning;Heating;Iron;Essentials;Shampoo;Refrigerator;Private entrance;Hair dryer;Kitchen;Keypad;Carbon monoxide alarm;Wifi;TV;Hangers;Fire extinguisher;Self check-in;Free parking on premises;Smoke alarm,119,2,100,177,53,2016-08-06,2024-10-18,0.49,4.91,4.92,4.81,4.66,h_2553058,Ron,2012-06-05,FALSE,1,https://www.airbnb.com/rooms/14052114,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQwNTIxMTQ%3D/original/e6cf4080-e485-46f0-b0a0-9e426033efa3.jpeg
l_14076438,"Historic Grove Stone Cottage, EW Grove","Convenient comfortable oasis for relaxation and rest after exploring AVL.  Easy access to downtown, Biltmore , Grove Park Inn, breweries and hiking. Bustling area of East AVL, walking distance to good food.  Dog friendly with large fenced yard.  Fire pit (firewood provided) and grill for your enjoyment.  Host onsite in private apt.",28805,East Asheville,35.58702,-82.4883,Entire bungalow,Entire home/apt,4,1.5,2,2,First aid kit;Cleaning products;Rice maker;Luggage dropoff allowed;Fire pit;Drying rack for clothing;Pets allowed;Blender;Heating;Conditioner;Room-darkening shades;Smoke alarm;Gas stove;Garden view;Iron;Piano;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Wifi – 29 Mbps;Private entrance;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Paid resort access;Sauna;Keypad;Ceiling fan;Bed linens;Carbon monoxide alarm;Pack ’n play/Travel crib;Microwave;Coffee;TV;Hangers;BBQ grill;Exterior security cameras on property;Books and reading material;Fire extinguisher;Free dryer – In unit;Private backyard – Fully fenced;Long term stays allowed;Central air conditioning;Sound system;Coffee maker;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Oven;Outdoor furniture;Outdoor dining area;Body soap;Clothing storage: closet and dresser;Laundromat nearby;Free parking on premises;Mountain view,157,2,730,219,142,2016-09-06,2025-04-05,1.33,4.99,5,4.86,4.94,h_38060048,Margaret,2015-07-10,TRUE,1,https://www.airbnb.com/rooms/14076438,https://a0.muscache.com/pictures/d87bc1f3-8375-4a4c-a766-ea672ab6ab71.jpg
l_14110641,Cottage at Green Oaks Community,"The heart of downtown Asheville is less than 10 min. away! All the areas hotspots are super close to our 5 acres. Be it live music, breweries on the river, tubing, zip lining, fab restaurants, hiking, the Blue Ridge Parkway, spas, hot springs or what have you...the Cottage will be your perfect getaway.<br />Great for adventurers, lovers, writers, artists & tree huggers.",28804,South Asheville,35.63135,-82.58239,Entire home,Entire home/apt,2,1,1,3,"First aid kit;Cleaning products;Luggage dropoff allowed;Fire pit;Drying rack for clothing;Blender;Heating;Room-darkening shades;BBQ grill: charcoal, gas;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;AC - split type ductless system;Barbecue utensils;Cooking basics;Essentials;Bathtub;Dedicated workspace;Indoor fireplace;Dryer – In building;Shower gel;Refrigerator;Single level home;Hot water;Baking sheet;Dishes and silverware;Private entrance;Resort access;Kitchen;Keypad;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Stove;Microwave;Wifi;Hangers;Books and reading material;Fire extinguisher;Long term stays allowed;Clothing storage: closet;Backyard;Coffee maker;Private patio or balcony;Self check-in;Outdoor furniture;Oven;Washer;Outdoor dining area;Bikes;Hammock;Free parking on premises;Smoke alarm;EV charger",129,28,365,89,28,2016-08-21,2019-08-21,0.26,4.96,4.96,4.81,4.76,h_481489,Valerie,2011-04-03,TRUE,2,https://www.airbnb.com/rooms/14110641,https://a0.muscache.com/pictures/5ba5c791-c725-4680-8075-b28eb9d5ffdc.jpg
l_14122794,Liberty Cottage,The cottage is close to everything Asheville has to offer. Walk or bike to Biltmore Village or The Biltmore Estate or take a quick drive downtown or to the Blue Ridge Parkway. Close to library and park with tennis courts and playground.<br />Family friendly neighborhood with sidewalks. <br />Owners are professionals and live in main house with two young children. <br />Bedrooms have full beds. Common area has twin daybed. <br />Parking for one car.<br />*Recently upgraded internet for better work from home experience.,28803,Tuxedo Park,35.56336,-82.51308,Entire guesthouse,Entire home/apt,5,1,2,3,Fast wifi – 67 Mbps;Cleaning products;Air conditioning;Crib;Blender;Heating;Board games;Iron;Extra pillows and blankets;Wine glasses;Cooking basics;Essentials;Bathtub;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Dryer;Bed linens;Carbon monoxide alarm;Stove;Pack ’n play/Travel crib;Microwave;Coffee;TV;Hangers;Long term stays allowed;Fire extinguisher;Backyard;Coffee maker;Freezer;Private patio or balcony;Dining table;Toaster;Oven;Washer;Body soap;Clothing storage: closet and dresser;Free parking on premises;Smoke alarm,101,30,730,182,72,2016-07-31,2024-09-15,0.67,4.94,4.94,4.96,4.92,h_85147880,Zephyr,2016-07-21,TRUE,1,https://www.airbnb.com/rooms/14122794,https://a0.muscache.com/pictures/airflow/Hosting-14122794/original/3be1c773-97b9-4f31-8186-47ec54cdba45.jpg
l_14125023,Downtown Furnished Studio!! Close to Everything!!!,"Near Downtown Asheville and Mission Hospital. Call today to reserve this immaculate and chic-furnished efficiency-only 3 walking blocks to the Center of Downtown Asheville. This adorable turn key rental provides everything you need. Monthly rental or up to 6 month rental contracts available today. Utilities included, high speed internet, Netflix,  A/C / heating, kitchenette, refrigerator, stove, Keurig, dishwasher, Queen bed, full bath, washer/dryer. Parking . Privacy w/ downtown convenience!",28804,South Asheville,35.60041,-82.54047,Entire home,Entire home/apt,2,1,1,1,Air conditioning;Pets allowed;Heating;Iron;Extra pillows and blankets;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Single level home;Dishwasher;Hot water;Dishes and silverware;Hair dryer;Kitchen;Dryer;Bed linens;Stove;Microwave;Wifi;TV;Hangers;Lockbox;Long term stays allowed;Fire extinguisher;Backyard;Coffee maker;Self check-in;Oven;Washer;Free parking on premises;Smoke alarm,80,30,1125,351,15,2018-07-21,2025-02-08,0.18,4.87,4.8,4.93,4.6,h_10746689,Irina,2013-12-21,TRUE,3,https://www.airbnb.com/rooms/14125023,https://a0.muscache.com/pictures/2028dd19-3a50-4d56-a0d8-fe24eeed4e34.jpg
l_14168464,"""B Flat"" Downtown! Private parking!","This adorable throwback flat is located IN downtown. Private parking, walk everywhere downtown. Epicenter of the south slope, walk to all breweries within minutes. Orange Peel & Asheville Yards (former Rabbit Rabbit) venues just a 3 minute walk...we are right in the middle, get in early and you can hear warm up from Asheville Yards. Second floor, 440 SQ FT apartment in historic house. 1 bedroom, living room with sectional/sofa bed, roku TV, full kitchen and bathroom with claw foot tub & shower.",28801,Downtown Asheville,35.59128952026367,-82.55350494384766,Entire rental unit,Entire home/apt,4,1,1,1,Air conditioning;Luggage dropoff allowed;Crib;Heating;Iron;Cooking basics;Essentials;Shampoo;Refrigerator;Hot water;Dishes and silverware;Hair dryer;Kitchen;Keypad;Carbon monoxide alarm;Stove;Pack ’n play/Travel crib;Wifi;TV;Hangers;Fire extinguisher;Coffee maker;Self check-in;Oven;Free parking on premises;Smoke alarm,115,1,1125,296,798,2016-07-31,2025-06-15,7.38,4.9,4.92,4.98,4.83,h_23092470,April,2014-10-29,TRUE,4,https://www.airbnb.com/rooms/14168464,https://a0.muscache.com/pictures/hosting/Hosting-14168464/original/e02faeaf-f2b0-4b7b-be79-53649d88ac2b.jpeg
l_14357005,The Lavender Room,"My place is close to public transport, parks, and art and culture. You’ll love my place because it's in walking distance to all of West Asheville's must-see spots, and a short drive to great hikes and waterfalls.",28806,West Asheville,35.57345,-82.58568,Entire rental unit,Entire home/apt,4,1,1,2,First aid kit;Central heating;Luggage dropoff allowed;Pets allowed;Iron;Extra pillows and blankets;Wine glasses;Cooking basics;Essentials;Shampoo;Refrigerator;Shower gel;Single level home;Hot water;Dishes and silverware;Private entrance;Kitchen;Free street parking;Keypad;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Long term stays allowed;Fire extinguisher;Children’s dinnerware;Central air conditioning;Coffee maker;Self check-in;Free parking on premises;Smoke alarm,47,1,1125,69,772,2016-10-16,2025-06-02,7.31,4.72,4.75,4.87,4.81,h_61661019,Leah,2016-03-05,FALSE,1,https://www.airbnb.com/rooms/14357005,https://a0.muscache.com/pictures/a8ea9644-f143-4eb3-a98d-7a772d5e6610.jpg
l_14430828,Viewy West Side Garden Apartment,"This basement level suite is a clean, new-built space with lots of natural light, privacy and views of our urban homestead and the mountains beyond. It is the perfect spot from which to explore Asheville and the surrounding area. Located just 2 miles from downtown, it is an easy walk to the French Broad River as well as the many restaurants and shops of West Asheville. This space is great for couples, families, solo adventurers, and business travelers.",28806,West Asheville,35.57497,-82.57834,Entire guest suite,Entire home/apt,4,1,1,1,First aid kit;Air conditioning;Fire pit;Children’s books and toys;Heating;Garden view;Iron;Extra pillows and blankets;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Hot water;Dishes and silverware;Hair dryer;Free street parking;Keypad;Mountain view;Bed linens;Carbon monoxide alarm;Wifi;TV;Hangers;Fire extinguisher;Backyard;Game console;Coffee maker;Self check-in;Outdoor furniture;Babysitter recommendations;Outdoor dining area;Hammock;Free parking on premises;Smoke alarm;Patio or balcony,88,2,10,312,243,2016-10-16,2025-05-11,2.3,4.93,4.99,4.95,4.85,h_19598083,Marin,2014-08-06,TRUE,1,https://www.airbnb.com/rooms/14430828,https://a0.muscache.com/pictures/airflow/Hosting-14430828/original/3bbcb4de-2dca-4529-8945-11623dcc96ac.jpg
l_14522467,Le Petit Bleu,"Le Petit Bleu is a warm, color-filled, cozy artisan cottage. The home is pet friendly w bamboo floors and tile. We offer a coffee/espresso machine, fully stocked kitchen, plush comfy bathrobes, aromatherapy vaporizer w essential oils, Sealy Posturepedic pillow-top king sized beds in both bedrooms each w four pillows, a large covered deck w privacy curtains, twinkle lights, a bistro set, and a fenced back yard.  We are 5 minutes by car  from downtown Asheville and its wonderful art and culture.",28804,South Asheville,35.62199,-82.57446,Entire bungalow,Entire home/apt,4,1,0,2,First aid kit;Cleaning products;Luggage dropoff allowed;Pets allowed;Heating;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Single level home;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Ceiling fan;Bed linens;Clothing storage: wardrobe;Carbon monoxide alarm;Microwave;Wifi;Coffee;Hangers;BBQ grill;Exterior security cameras on property;Books and reading material;Fire extinguisher;Free dryer – In unit;Private backyard – Fully fenced;Long term stays allowed;Self check-in;Lockbox;Various! body soap;Central air conditioning;Coffee maker;Freezer;Various! conditioner;Private patio or balcony;Ethernet connection;50 inch HDTV with standard cable;Electric stove;Washer;Oven;Indoor fireplace: electric;Toaster;Dining table;Outdoor furniture;Outdoor dining area;Hammock;Laundromat nearby;Free parking on premises;Smoke alarm,135,2,1125,324,261,2016-09-05,2025-06-01,2.44,4.98,4.97,4.83,4.93,h_89749383,Sally And Robert,2016-08-13,TRUE,1,https://www.airbnb.com/rooms/14522467,https://a0.muscache.com/pictures/3c546270-af9a-4d82-87e4-e3683d0e1079.jpg
l_14632829,Spacious bedroom in the heart of West Asheville,"Have your own private sleeping quarters just a stone's throw from everything West Asheville has to offer! You can surprisingly enjoy a quiet walk down my street; however at the end of the street is Haywood-home to numerous cafes, bars, & restaurants! Additionally, you are 2miles from downtown & 10 minutes from the Blueridge Prkwy.  Under 'The Space' click on 'more' & read EVERYTHING under Guest Access, & if you have questions or need more details, please message me via AirBnB prior to booking.",28806,West Asheville,35.58087,-82.59534,Private room in bungalow,Private room,2,1,1,1,Cleaning products;Central heating;Conditioner;Iron;Extra pillows and blankets;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Dishwasher;Hot water;Dishes and silverware;Hair dryer;Kitchen;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;Coffee;Hangers;Lockbox;Central air conditioning;Coffee maker;Self check-in;Oven;Body soap;Clothing storage: closet and dresser;Free parking on premises;Smoke alarm;Patio or balcony,51,2,60,362,191,2016-09-03,2025-06-08,1.79,4.85,4.72,4.95,4.83,h_31436003,Lee,2015-04-18,TRUE,2,https://www.airbnb.com/rooms/14632829,https://a0.muscache.com/pictures/fb317971-b448-4ceb-ba5d-ef79b396a3a1.jpg
l_14652591,"Cozy, private suite.  Centrally located.","Our home is located in a beautiful, safe neighborhood of single family homes on the municipal golf course in east Asheville.  We are located two miles to the Blue Ridge Parkway, four miles to downtown or to the Biltmore House, seven miles to the River Arts District.  Easy access to the interstate makes our home convenient to all area attractions.  <br />Honoring diversity is one of our highest values and we welcome all to our airbnb space.",28805,East Asheville,35.58292,-82.50059,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Mini fridge;Beekman 1802 body soap;Air conditioning;Coffee maker: Keurig coffee machine;Heating;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Essentials;Single level home;EV charger - level 2;Hot water;Dishes and silverware;Private entrance;Hair dryer;Keypad;Beekman 1802 conditioner;Bed linens;Clothing storage: wardrobe;Carbon monoxide alarm;Portable fans;Beekman 1802 shampoo;Wifi;Microwave;Hangers;Coffee;Books and reading material;Backyard;Private patio or balcony;Self check-in;Outdoor furniture;Outdoor dining area;Free parking on premises;Smoke alarm,72,2,1125,112,195,2016-10-30,2025-03-03,1.86,4.9,4.98,4.9,4.94,h_46663867,Lynn,2015-10-15,FALSE,1,https://www.airbnb.com/rooms/14652591,https://a0.muscache.com/pictures/miso/Hosting-14652591/original/e02ea998-0bb5-4aef-90b2-3bc511aa3920.jpeg
l_14738243,CozyCottageWalk MuscYga,"Welcome-the heart of town. Help Aville recover. Visit NOW. NO hidden/clean fees. Walk-Food&Music. Cozy home yoga/meditation, outdoor/art/music explorers;  WORKSHOPS - contact to stay extra days. Arboretum,  GrovePkInn views, Hike Mntns to Sea trail, drive  blue ridge pkway.( some limits)  Contact 4 longer yoga stay. Please leave SMOKE/VAPE/DRUGS at home. Natural Older, clean home with character. WholeHome waterfilter. Small room, full comfy orgmattress.  FringeFest3-16",28801,Downtown Asheville,35.60572,-82.54917,Private room in bungalow,Private room,2,1,1,1,First aid kit;Cleaning products;Organic bronners and other natural body soap;Heating;Smoke alarm;Board games;Garden view;Iron;Avalon organics conditioner;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Beach essentials;Hot water;Dishes and silverware;Kitchen;Free street parking;Keypad;Dryer;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Stove;Wifi;Hangers;Books and reading material;Fire extinguisher;Central air conditioning;Coffee maker;Private patio or balcony;Self check-in;Dining table;Toaster;Oven;Washer;Clothing storage: closet and dresser;Hammock;Mountain view;Private backyard,52,1,25,106,284,2016-12-03,2025-06-02,2.73,4.93,4.85,4.98,4.94,h_65772530,Roberta,2016-04-04,TRUE,1,https://www.airbnb.com/rooms/14738243,https://a0.muscache.com/pictures/c15fdcc9-9fc7-4c25-a4f1-6cbaee70f162.jpg
l_14751215,Cozy Cottage with Fenced Yard Close to Downtown!,"Enjoy mountain views while 4-legged friends run free in the fenced backyard. Restored in 2015, this charming 1960s ranch features two queen bedrooms, a queen sleeper sofa, local art, and fun pieces such as a safe repurposed as a table. Situated on a large lot in a quiet neighborhood, this property affords total privacy.  Only a mile from stores &  restaurants. Convenient to The Blue Ridge Parkway, Downtown Asheville, Biltmore Estate, and Lake Lure. <br />($60 pet fee for up to 3 dogs)",28803,Tuxedo Park,35.54671,-82.47794,Entire home,Entire home/apt,6,1,2,3,First aid kit;Air conditioning;Luggage dropoff allowed;Fire pit;Pets allowed;Heating;Iron;Extra pillows and blankets;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Single level home;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Dryer;Bed linens;Carbon monoxide alarm;Stove;Pack ’n play/Travel crib;Microwave;Wifi;Hangers;BBQ grill;Exterior security cameras on property;Long term stays allowed;Fire extinguisher;Private backyard – Fully fenced;Coffee maker;Self check-in;Outdoor furniture;Oven;Washer;Body soap;TV with Roku;Free parking on premises;Smoke alarm;Patio or balcony,146,1,200,321,523,2016-10-02,2025-01-12,4.93,4.91,4.84,4.87,4.85,h_354169038,Angelica,2020-07-06,,1,https://www.airbnb.com/rooms/14751215,https://a0.muscache.com/pictures/ca9f2216-493c-49b5-8326-6f415dd661a2.jpg
l_14757919,Bear's Den in Historic Montford,"Hello! Our amazing community is rebuilding following Hurricane Helene & we are once again offering our lovely space in Historic Montford, just a short walk to downtown Asheville! The cozy, bright space is well-appointed with a private entrance & two decks overlooking a beautiful ravine of foliage.   The space is very private but if you need anything at all (including a local’s insider tips!) just be in touch. <br />As your hosts, your comfort is #1 for us!<br />See you soon, <br />Ashley & Jeff",28801,Downtown Asheville,35.59758,-82.5666,Entire guest suite,Entire home/apt,2,1,1,1,First aid kit;Coffee maker: drip coffee maker;Air conditioning;Outlet covers;Heating;Conditioner;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Shampoo;Refrigerator;Shower gel;EV charger - level 2;Dishwasher;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Dryer;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Pack ’n play/Travel crib;Microwave;Wifi;TV;Hangers;Coffee;Fire extinguisher;Clothing storage: dresser;Freezer;Private patio or balcony;Dining table;Outdoor furniture;Washer;Body soap;Free parking on premises;Smoke alarm,97,2,730,37,240,2017-03-08,2025-06-15,2.38,4.95,5,4.89,4.85,h_13282355,Ashley,2014-03-18,TRUE,1,https://www.airbnb.com/rooms/14757919,https://a0.muscache.com/pictures/miso/Hosting-14757919/original/49b1afe7-2192-4a6f-9427-08d6d534049d.jpeg
l_14805266,The Space Between Downtown Asheville & RAD,"Located in the space between Downtown AVL and the River Arts District, the sidewalk in front of the apartment's cozy screened in porch will take you to both areas. Enjoy the excitement of the city and the ease of living like a local during your stay. <br /><br />Infant friendly (6 months and under) and no pets policy strictly enforced. <br /><br />Curate, Harrah's, Orange Peel, Burial, Wicked Weed = 1 - 1.1 miles<br />The Grey Eagle = 0.4 miles<br />Asheville Yards, New Belgium, Wedge = 0.5 miles<br />Biltmore = 2.8 miles",28801,Downtown Asheville,35.58983,-82.56462,Entire rental unit,Entire home/apt,2,1,1,1,"First aid kit;Cleaning products;Central heating;Luggage dropoff allowed;Crib;Drying rack for clothing;Gas stove;Conditioner;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Smart lock;65 inch TV with Netflix;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Pack ’n play/Travel crib;Microwave;Wifi;Coffee;Hangers;Exterior security cameras on property;Books and reading material;Fire extinguisher;Free dryer – In unit;Central air conditioning;Freezer;Private patio or balcony;Self check-in;Dining table;Toaster;Oven;Outdoor furniture;Outdoor dining area;Bidet;Clothing storage;Body soap;Smoke alarm;Coffee maker: drip coffee maker, french press, Keurig coffee machine, pour-over coffee",134,2,31,247,379,2017-04-22,2025-05-26,3.82,4.99,4.98,4.93,4.91,h_64825951,Katie Lovett,2016-03-28,TRUE,1,https://www.airbnb.com/rooms/14805266,https://a0.muscache.com/pictures/6706b33c-a616-4734-a33d-7d53fcc2a3ac.jpg
l_14835813,Spacious Basement Apt—2 Quiet Acres near Airport,"Our 1BD, 1 BA huge basement apartment is loaded with comfort, convenience, natural light, privacy and modern touches. Sleeps up to 6 (we recommend 4 adults but have had 6 comfortably per many guest’s feedback). Feel like you are in the country with mountain views from the driveway, yet we are 5 mins from Biltmore Park, 10 mins—Sierra Nevada, 15–Avl Outlets and 18-20 mins—Downtown Asheville. Kids love our play set and swing! We are an active family, with young kids who live above...welcome!!",28704,South Asheville,35.46353,-82.56029,Entire rental unit,Entire home/apt,6,1,1,2,First aid kit;Luggage dropoff allowed;Children’s books and toys;Heating;Smoke alarm;Iron;Extra pillows and blankets;Wine glasses;Exercise equipment: elliptical;Essentials;Cooking basics;Shampoo;Refrigerator;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Shared backyard – Not fully fenced;Private entrance;Hair dryer;Kitchen;Keypad;Ceiling fan;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Coffee;Pool table;Long term stays allowed;Fire extinguisher;Clothing storage: dresser;Central air conditioning;Game console;Coffee maker;Outdoor playground;Freezer;Private patio or balcony;Fireplace guards;Electric stove;Oven;Dining table;Outdoor furniture;Outdoor dining area;Self check-in;Body soap;Laundromat nearby;Free parking on premises;Mountain view,99,1,1125,74,129,2016-09-04,2023-12-30,1.21,4.95,5,4.89,4.91,h_92808521,Anna,2016-08-31,FALSE,1,https://www.airbnb.com/rooms/14835813,https://a0.muscache.com/pictures/b6aae56c-a9b9-4d2a-8402-48b7d9252047.jpg
